address,japanese,korean,length
0x008A64D8,劔勦劔勦劔凉劔凉,깨진 문자열,16
0x008A82A8,劔勦劔勦劔凉劔凉,깨진 문자열,16
0x008AAF18,劔凉劔劔劔劔劔劔,깨진 문자열,16
0x008AAF98,劔劔劔劔劔劔劔劔,깨진 문자열,16
0x008AAFBC,劔勦劔劔劔劔劔劔,깨진 문자열,16
0x008ABCE9,デプデプヨプヨプヨプヨプデヨ,데프데프요프요프요프요프데요,42
0x008ABDE5,ヨヘヨ,요헤요,9
0x008AC8D0,劔劔劔劔劔劔劔劔,깨진 문자열,16
0x008AC8F0,劔劔劔劔劔劔劔劔劔劔畿,,22
0x008AE1C8,劔勦劔劔劔劔劔劔畿,劔勦劔劔劔劔劔劔畿,27
0x008AFA80,劔劔劔劔劔劔劔劔,깨진 문자열,16
0x008AFAA0,劔劔劔劔劔劔劔劔劔劔,劔劔劔劔劔劔劔劔劔劔,30
0x008AFAE0,劔劔劔劔劔劔劔劔劔劔,劔劔劔劔劔劔劔劔劔劔,30
0x008AFB00,劔劔劔劔劔劔劔劔劔劔,劔劔劔劔劔劔劔劔劔劔,30
0x008B31D0,囮劵活哀活哀活哀,깨진 문자열,16
0x008B33B3,蕗劵蕗劵蕗劵蕗凛蕗冕,蕗劵蕗劵蕗劵蕗凛蕗冕,30
0x008ED57C,劔劔劔劔劔劔劔劔,깨진 문자열,16
0x008ED5A0,劔勦劔劔劔劔劔劔畿,劔勦劔劔劔劔劔劔畿,27
0x008F0124,劔勦劔勦劔凉劔凉,깨진 문자열,16
0x009292A8,キャサリン,캐서린,9
0x009293C8,コンピュータ,컴퓨터,9
0x009293D8,プレイヤ,플레이어,12
0x009293F0,ブラックホール,블랙홀,9
0x00929400,イエローコメット,옐로 코멧,13
0x00929414,グリーンアース,그린어스,12
0x00929424,ブルームーン,블루문군,12
0x00929434,レッドスター,레드스타,12
0x00929520,対空ミサイ,대공미사일,15
0x0092954C,ロケット砲,로켓포,9
0x00929668,システム,시스템,9
0x009296F8,ダウンロード中よ。しばらく待ってね！！,다운로드 중이야. 잠시만 기다려줘!!,48
0x00929720,マップを保存中よ、でんげんを切らないでね！！,"지도를 저장 중이야, 전원을 끄지 마!!",50
0x00929750,終了したわ。メニューに戻るわね。,종료했어. 메뉴로 돌아갈게.,37
0x00929774,終了したわ。始めるわよ！！,종료했어. 시작할게!!,28
0x00929790,マップを受信中よ、しばらく待ってね！！,지도를 수신 중이야. 잠시만 기다려줘!!,52
0x009297B8,マップを送信中よ、しばらく待ってね！！,지도를 송신 중이야. 잠시만 기다려줘!!,52
0x009297E0,準備ができるまで待ってね！！,준비될 때까지 기다려 줘!!,35
0x00929800,保存するエリアを選んでね！！,저장할 영역을 골라 줘!!,32
0x00929820,送るマップを選んでね！！,보낼 맵을 선택해 주세요!!,35
0x0092983C,マップを送れる人が誰もいないわ！！,맵을 보낼 사람이 아무도 없어!!,42
0x00929860,マップを送る人を選んでね！！,맵을 보낼 사람을 골라줘!!,35
0x00929880,準備ができるまでしばらく待ってね。,준비가 될 때까지 잠시 기다려줘.,44
0x009298A4,おともだちがそろったら、スタートを押してね！！,친구들이 모두 모이면 START를 눌러줘!!,50
0x009298D4,エントリー中よ、しばらく待ってね！！,"참전 등록 중이야, 잠시만 기다려 줘!!",50
0x009298FC,通信準備中よ！！！,통신 준비 중이야!!!,26
0x009411A5,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x009411F8,ゝ…“〔｛｝］‥Φ,ゝ…“〔｛｝］‥Φ,26
0x009412A1,沓掘靴沓掘靴沓掘,깨진 문자열,16
0x009420A2,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x0094298C,レッドスター軍は敗北しまたブルムングリイエロコメト降伏すると負けになっちゃうど、本当？じ終了攻撃合流待機え！いアシテム,"레드 스타군은 패배했습니다 블루 문 그린 어스 옐로 코멧 항복하면 지게 돼, 정말? 종료 공격 합류 대기 어! 이 아이템",157
0x00942A38,はいえ▼,예아니오▼,15
0x00942A44,待機攻撃合流降伏する終了とじるシステム,대기 공격 합류 항복하기 종료 닫기 시스템,57
0x00942CC4,はい　　いいえ,예　　아니오,18
0x009450BC,レッドスター軍は敗北しました！！,레드스타군은 패배했습니다!!,39
0x009450E0,ブルームーン軍は敗北しました！！,블루문군은 패배했습니다!!,36
0x00945104,グリーンアース軍は敗北しました！！,그린어스군은 패배했습니다!!,39
0x0094512C,イエローコメット軍は敗北しました！！,옐로 코멧군은 패배했습니다!!,40
0x00945154,ブラックホール軍は敗北しました！！,블랙홀군은 패배했습니다!!,36
0x009452B8,降伏すると負けになっちゃうけど、,"항복하면 패배가 되어 버리지만,",43
0x009452D9,本当に降伏する？,정말 항복할 거야?,24
0x009455D5,つうしんがおかしいわ。,통신 상태가 이상해.,27
0x009455EC,リセットするわよ！,리셋할 거야!,17
0x00961F30,キャサリン,캐서린,9
0x00962050,コンピュータ,컴퓨터,9
0x00962060,プレイヤ,플레이어,12
0x00962078,ブラックホール,블랙홀,9
0x00962088,イエローコメット,옐로 코멧,13
0x0096209C,グリーンアース,그린어스,12
0x009620AC,ブルームーン,블루문군,12
0x009620BC,レッドスター,레드스타,12
0x009621A8,対空ミサイ,대공미사일,15
0x009621D4,ロケット砲,로켓포,9
0x009622F0,システム,시스템,9
0x00962390,ダウンロード中よ。しばらく待ってね！！,다운로드 중이야. 잠시만 기다려줘!!,48
0x009623B8,マップを保存中よ、でんげんを切らないでね！！,맵을 저장 중이야. 전원을 끄지 마!!,47
0x009623E8,終了したわ。メニューに戻るわね。,종료했어. 메뉴로 돌아갈게.,37
0x0096240C,終了したわ。始めるわよ！！,끝났어. 시작할게!!,25
0x00962428,マップを受信中よ、しばらく待ってね！！,지도를 수신 중이야. 잠시만 기다려줘!!,52
0x00962450,マップを送信中よ、しばらく待ってね！！,지도를 송신 중이야. 잠시만 기다려줘!!,52
0x00962478,準備ができるまで待ってね！！,준비될 때까지 기다려 줘!!,35
0x00962498,保存するエリアを選んでね！！,저장할 영역을 골라 줘!!,32
0x009624B8,送るマップを選んでね！！,보낼 맵을 선택해 주세요!!,35
0x009624D4,マップを送れる人が誰もいないわ！！,맵을 보낼 사람이 아무도 없어!!,42
0x009624F8,マップを送る人を選んでね！！,맵을 보낼 사람을 골라줘!!,35
0x00962518,準備ができるまでしばらく待ってね。,준비될 때까지 잠시 기다려 줘.,41
0x0096253C,おともだちがそろったら、スタートを押してね！！,친구들이 모두 모이면 START를 눌러줘!!,50
0x0096256C,エントリー中よ、しばらく待ってね！！,"참가 중이야, 잠시 기다려!!",36
0x00962594,通信準備中よ！！！,통신 준비 중이야!!!,26
0x00979659,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x009796AC,ゝ…“〔｛｝］‥Φ,ゝ…“〔｛｝］‥Φ,26
0x00979755,沓掘靴沓掘靴沓掘,구두굴구두구두굴구두구두굴,39
0x0097A556,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x0097AE40,レッドスター軍は敗北しまたブルムングリイエロコメト降伏すると負けになっちゃうど、本当？じ終了攻撃合流待機え！いアシテム,"레드스타군은 패배했습니다. 블루문 그린어스 옐로코멧이 항복하면 패배가 되는 거야, 정말? 종료 공격 합류 대기 에! 이 시스템",170
0x0097AEEC,はいえ▼,예아니오▼,15
0x0097AEF8,待機攻撃合流降伏する終了とじるシステム,대기 공격 합류 항복하기 종료 닫기 시스템,57
0x0097B178,はい　　いいえ,예　　아니요,18
0x0097D8D8,レッドスター軍は敗北しました！！,레드스타군은 패배했습니다!!,39
0x0097D8FC,ブルームーン軍は敗北しました！！,블루문군은 패배했습니다!!,36
0x0097D920,グリーンアース軍は敗北しました！！,그린어스군은 패배했습니다!!,39
0x0097D948,イエローコメット軍は敗北しました！！,옐로코멧군은 패배했습니다!!,39
0x0097D970,ブラックホール軍は敗北しました！！,블랙홀군은 패배했습니다!!,36
0x0097DAD4,降伏すると負けになっちゃうけど、,"항복하면 지는 게 되지만,",34
0x0097DAF5,本当に降伏する？,정말 항복할 거야?,24
0x0097DDF1,つうしんがおかしいわ。,통신 상태가 이상해.,27
0x0097DE08,リセットするわよ！,리셋할 거야!,17
0x0099A7D4,キャサリン,캐서린,9
0x0099A8F4,コンピュータ,컴퓨터,9
0x0099A904,プレイヤ,플레이어,12
0x0099A91C,ブラックホール,블랙홀,9
0x0099A92C,イエローコメット,옐로 코멧,13
0x0099A940,グリーンアース,그린어스,12
0x0099A950,ブルームーン,블루문군,12
0x0099A960,レッドスター,레드스타,12
0x0099AA4C,対空ミサイ,대공미사일,15
0x0099AA78,ロケット砲,로켓포,9
0x0099AB94,システム,시스템,9
0x0099AC34,ダウンロード中よ。しばらく待ってね！！,다운로드 중이야. 잠시만 기다려!!,45
0x0099AC5C,マップを保存中よ、でんげんを切らないでね！！,"맵을 저장 중이야, 전원을 끄지 마!!",47
0x0099AC8C,終了したわ。メニューに戻るわね。,끝났어. 메뉴로 돌아갈게.,34
0x0099ACB0,終了したわ。始めるわよ！！,끝났어. 시작할게!!,25
0x0099ACCC,マップを受信中よ、しばらく待ってね！！,"지도를 받는 중이야, 잠시만 기다려!!",49
0x0099ACF4,マップを送信中よ、しばらく待ってね！！,"지도를 보내는 중이야, 잠시만 기다려!!",52
0x0099AD1C,準備ができるまで待ってね！！,준비될 때까지 기다려 줘!!,35
0x0099AD3C,保存するエリアを選んでね！！,저장할 영역을 골라 줘!!,32
0x0099AD5C,送るマップを選んでね！！,보낼 맵을 선택해 주세요!!,35
0x0099AD78,マップを送れる人が誰もいないわ！！,맵을 보낼 수 있는 사람이 아무도 없어!!,53
0x0099AD9C,マップを送る人を選んでね！！,맵을 보낼 사람을 골라줘!!,35
0x0099ADBC,準備ができるまでしばらく待ってね。,준비될 때까지 잠시 기다려 줘.,41
0x0099ADE0,おともだちがそろったら、スタートを押してね！！,친구들이 모두 모이면 START를 눌러 줘!!,51
0x0099AE10,エントリー中よ、しばらく待ってね！！,"엔트리 중이야, 잠시 기다려 줘!!",43
0x0099AE38,通信準備中よ！！！,통신 준비 중이야!!!,26
0x009B1EFD,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x009B1F50,ゝ…“〔｛｝］‥Φ,ゝ…“〔｛｝］‥Φ,26
0x009B1FF9,沓掘靴0x009B6399,本当に降伏する？,정말 항복할 거야?
0x009B2DFA,：！｀￣ヾ〃仝々浦〆〇〇,：！｀￣ヾ〃仝々浦〆〇〇,36
0x009B36E4,レッドスター軍は敗北しまたブルムングリイエロコメト降伏すると負けになっちゃうど、本当？じ終了攻撃合流待機え！いアシテム,"레드 스타군은 패배했습니다 블루 문 그린 어스 옐로 코멧 항복하면 지게 되는 거야, 정말? 종료 공격 합류 대기 어! 이 시스템",167
0x009B3790,はいえ▼,예아니오▼,15
0x009B379C,待機攻撃合流降伏する終了とじるシステム,대기공격합류항복종료닫기시스템,45
0x009B3A1C,はい　　いいえ,예　　아니오,18
0x009B617C,レッドスター軍は敗北しました！！,레드스타군은 패배했습니다!!,39
0x009B61A0,ブルームーン軍は敗北しました！！,블루문군은 패배했습니다!!,36
0x009B61C4,グリーンアース軍は敗北しました！！,그린어스군은 패배했습니다!!,39
0x009B61EC,イエローコメット軍は敗北しました！！,옐로코멧군은 패배했습니다!!,39
0x009B6214,ブラックホール軍は敗北しました！！,블랙홀군은 패배했습니다!!,36
0x009B6378,降伏すると負けになっちゃうけど、,"항복하면 지는 게 되어버리지만,",43
0x009B6399,本当に降伏する？,정말 항복할래?,20
0x009B6695,つうしんがおかしいわ。,통신 상태가 이상해.,27
0x009B66AC,リセットするわよ！,리셋할 거야!,17
0x009D3078,キャサリン,캐서린,9
0x009D3198,コンピュータ,컴퓨터,9
0x009D31A8,プレイヤ,플레이어,12
0x009D31C0,ブラックホール,블랙홀,9
0x009D31D0,イエローコメット,옐로 코멧,13
0x009D31E4,グリーンアース,그린어스,12
0x009D31F4,ブルームーン,블루문군,12
0x009D3204,レッドスター,레드스타,12
0x009D32F0,対空ミサイ,대공미사일,15
0x009D331C,ロケット砲,로켓포,9
0x009D3438,システム,시스템,9
0x009D34D8,ダウンロード中よ。しばらく待ってね！！,다운로드 중이야. 잠시만 기다려!!,45
0x009D3500,マップを保存中よ、でんげんを切らないでね！！,"맵을 저장 중이야, 전원을 끄지 마!!",47
0x009D3530,終了したわ。メニューに戻るわね。,종료했어. 메뉴로 돌아갈게.,37
0x009D3554,終了したわ。始めるわよ！！,끝났어. 시작할게!!,25
0x009D3570,マップを受信中よ、しば0x009D3684,おともだちがそろったら、スタートを押してね！！,친구들이 모두 모이면 START를 눌러 줘!!
0x009D3598,マップを送信中よ、しばらく待ってね！！,"맵을 송신 중이야, 잠시 기다려 줘!!",47
0x009D35C0,準備ができるまで待ってね！！,준비될 때까지 기다려 줘!!,35
0x009D35E0,保存するエリアを選んでね！！,저장할 영역을 골라 줘!!,32
0x009D3600,送るマップを選んでね！！,보낼 맵을 선택해 주세요!!,35
0x009D361C,マップを送れる人が誰もいないわ！！,맵을 보낼 사람이 아무도 없어!!,42
0x009D3640,マップを送る人を選んでね！！,맵을 보낼 사람을 골라줘!!,35
0x009D3660,準備ができるまでしばらく待ってね。,준비가 될 때까지 잠시 기다려줘.,44
0x009D3684,おともだちがそろったら、スタートを押してね！！,친구들이 모두 모이면 START를 눌러 줘!!,51
0x009D36B4,エントリー中よ、しばらく待ってね！！,"엔트리 중이야, 잠깐 기다려 줘!!",43
0x009D36DC,通信準備中よ！！！,통신 준비 중이야!!!,26
0x009EA7A1,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x009EA7F4,ゝ…“〔｛｝］‥Φ,ゝ…“〔｛｝］‥Φ,26
0x009EA89D,沓掘靴沓掘靴沓掘,구두굴구두구두굴구두구두굴,39
0x009EB69E,：！｀￣ヾ〃仝々浦〆〇〇,문자 깨짐,13
0x009EBF88,レッドスター軍は敗北しまたブルムングリイエロコメト降伏すると負けになっちゃうど、本当？じ終了攻撃合流待機え！いアシテム,"레드 스타군은 패배했습니다 블루 문 그린 어스 옐로 코멧 항복하면 패배하게 돼, 정말? 종료 공격 합류 대기 에! 아이템",159
0x009EC034,はいえ▼,예아니오▼,15
0x009EC040,待機攻撃合流降伏する終了とじるシステム,대기 공격 합류 항복 종료 닫기 시스템,51
0x009EC2C0,はい　　いいえ,예　　아니요,18
0x009EEA20,レッドスター軍は敗北しました！！,레드스타군은 패배했습니다!!,39
0x009EEA44,ブルームーン軍は敗北しました！！,블루문군은 패배했습니다!!,36
0x009EEA68,グリーンアース軍は敗北しました！！,그린어스군은 패배했습니다!!,39
0x009EEA90,イエローコメット軍は敗北しました！！,옐로코멧군은 패배했습니다!!,39
0x009EEAB8,ブラックホール軍は敗北しました！！,블랙홀군은 패배했습니다!!,36
0x009EEC1C,降伏すると負けになっちゃうけど、,"항복하면 패배가 되어 버리지만,",43
0x009EEC3D,本当に降伏する？,정말 항복할 거야?,24
0x009EEF39,つうしんがおかしいわ。,통신 상태가 이상해.,27
0x009EEF50,リセット0x009EC040,,18
0x00A00x00A06145,いきなり終了するのは、,"갑자기 종료되는 건,",27
0x00A00x00A0E906,今までの戦闘方法が通用しないかも・・・,지금까지의 전투 방식이 통하지 않을지도...,58
0x00A01970,ウォーズワールドにある大陸の一つ、,"워즈월드에 있는 대륙 중 하나,",41
0x00A01994,マクロランド。,매크로랜드.,16
0x00A019AB,この地に、,"이 땅에,",11
0x00A019BB,侵略者ブラックホール軍の,침략자 블랙홀군의,25
0x00A019D4,手がのびようとしていた,손이 뻗어오려 하고 있었다,36
0x00A019F8,ホークはいるか！,호크는 있나!,17
0x00A01A0C,ここに・・・,여기에...,12
0x00A01A1A,ヘルボウズ様。,헬보즈 님.,14
0x00A01A2C,マクロランド侵攻作戦は、,"매크로랜드 침공 작전은,",33
0x00A01A46,どうなっているか？,어떻게 된 거지?,21
0x00A01A5C,各ショーグンとも、,"각 장군 모두,",18
0x00A01A70,攻撃の準備を終わったところです。,공격 준비를 끝낸 참입니다.,37
0x00A01A9D,分かっているな？,알고 있겠지?,17
0x00A01AB0,マクロランドを、,"매크로 랜드를,",20
0x00A01AC1,このウォーズワールドにおける,이 워즈 월드에 있어서,30
0x00A01ADE,ブラックホール軍の拠点とすること・・・。,블랙홀군의 거점으로 삼는 것...,42
0x00A01B18,わしは、,"나는,",7
0x00A01B21,この星の内部で戦争をおこし、,"이 별의 내부에서 전쟁을 일으켜,",44
0x00A01B3F,そのスキに攻略しようとしたが失敗した。,그 틈에 공략하려 했지만 실패했다.,47
0x00A01B68,コスモランド・・・,코스모랜드...,18
0x00A01B7B,でしたな。,그랬군요.,13
0x00A01B88,攻撃したのは。,공격한 건.,14
0x00A01B98,同じ失敗はせぬ。,같은 실패는 하지 않는다.,34
0x00A01BA9,今度は拠点を作り、,"이번에는 거점을 세우고,",33
0x00A01BBD,じっくりと攻略してくれる。,차근차근 공략해 주마.,30
